Sample Name,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus
22,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.66,0.06,0.0,0.04,0.06,0.09,0.76,0.26,0.0,0.23,0.02,0.0,0.0,6.7,0.01,80.73,0.01,0.59,0.01,0.01,0.0,0.0,3.07,0.39,0.15,,Hybrid,18%,Myrcene,"22 is a Jack Herer cross from Cali Connection. This extremely pungent fortification of Jack Herer yields fat buds packed with cannabinoids, making them prime starting material for extractors. Its aroma is a mixture of pine and floral notes with touches of spice on the finish. 22 benefits from a slightly longer flowering time, giving way to an abundant and flavorful yield just on the other side of 10 weeks.      ",0.0,0.5,0.5,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.2,0.2,0.0,0.5,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24k Gold,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.003,0.0,0.001,0.0,0.0,0.075,0.001,0.007,0.0,0.074,0.045,0.0,0.192,1.583,0.0,0.091,0.493,0.0,0.0,0.0,0.43,0.0,24.35,0.0,0.0,0.09,0.0,0.0,0.0,0.5,0.18,0.0,,Hybrid,20%,Limonene,"24k Gold is a hybrid marijuana strain made by crossing Kosher Kush with Tangie. This strain provides euphoric and relaxing effects that are long-lasting. 24k Gold offers a sweet critrus flavor when smoked or vaped. Growers say this strain has dark colored buds like its parent, Kosher Kush.",0.61,0.55,0.41,0.44,0.0,0.23,0.11,0.05,0.0,0.02,0.27,0.18,0.24,0.24,0.0,0.0,0.0,0.02,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Kings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.45883333333333337,0.0,0.0,0.020833333333333332,2.833833333333333,0.9805,0.0,0.45616666666666666,0.12166666666666666,0.0,0.007833333333333333,0.3115,0.0,0.0,21.37,5.891666666666667,0.0,3.42,0.0,0.02,0.12,0.15666666666666668,0.0,0.0,0.4166666666666667,0.011666666666666667,0.12,,Hybrid,19%,Caryophyllene,"The 3 Kings marijuana strain, a holy trinity of Headband, Sour Diesel, and OG Kush, is a sativa-dominant hybrid and genetic masterpiece. Sour tanginess reek from the sage green buds, and its frosty coat gives you a fair warning of the 3 Kings’ potency. Medical patients will appreciate the versatility of this strain’s medicinal effects as it relieves pain, stress, and nausea without heavy sedation.",0.58,0.58,0.48,0.48,0.0,0.21,0.13,0.05,0.02,0.02,0.35,0.22,0.31,0.25,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3X Crazy,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.0,0.002,0.0,0.0,0.096,0.0,0.0,0.007,0.069,0.012,0.0,0.201,0.57,0.0,0.027,0.123,0.0,0.0,0.0,0.77,0.0,13.62,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.05,0.0,,Indica,13%,Myrcene,"3X Crazy is an indica marijuana strain made by crossing OG Kush, Bubba Kush, and Granddaddy Purple. 3X Crazy produces relaxing body effects with a clear-headed cerebral high. This strain features flavors like grape, spicy pepper, and earthy notes. Medical marijuana patients choose 3X Crazy to relieve symptoms associated with chronic pain, muscle spasms, tension and insomnia. This strain is sometimes called Optimus Prime.",0.76,0.48,0.47,0.31,0.38,0.23,0.16,0.03,0.02,0.04,0.38,0.31,0.26,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501st OG,0.0,0.0,0.0,0.0,0.0,0.0,0.0066363636363636356,0.05781818181818182,0.0,0.0009090909090909091,0.00045454545454545455,0.0,0.6934545454545454,0.008363636363636363,0.002545454545454545,0.024363636363636365,0.5953636363636364,0.37409090909090903,0.0,0.272,0.519090909090909,0.0,0.057545454545454545,0.22745454545454544,0.0,0.0,12.467272727272727,1.11,0.002727272727272727,14.760909090909092,0.0027272727272727275,0.04727272727272727,0.11,0.04363636363636363,0.0,0.0018181818181818182,0.8727272727272727,0.05181818181818181,0.03272727272727272,,Hybrid,21%,Myrcene,"501st OG, bred by Rare Dankness, is an indica-dominant hybrid that crosses Skywalker OG with Rare Dankness #1. The colorful flowers are tinged with a wide spectrum of green, blue, red, and purple hues that give off a deep piney kush aroma that mixes with the sweetness of grape flavors. The potent effects make 501st OG a great nighttime strain to help with pain relief and trouble sleeping.",0.81,0.47,0.44,0.25,0.41,0.19,0.06,0.01,0.0,0.01,0.33,0.32,0.22,0.27,0.31,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,2.89,0.0,0.0,1.01,0.21,0.0,0.0,0.0,0.0,0.0,16.48,0.35,0.0,0.0,0.0,0.0,0.15,0.09,0.0,0.0,0.62,0.0,0.03,,Hybrid,16%,Myrcene,"This strain emerged from the Humboldt County, California and that area’s telephone area code is the source of its numerical moniker. It’s a cross between Sour Diesel, OG Kush and Master Kush. 707 Headband plants flower in 9 to 11 weeks and usually have large yields. This strain is known to have high THC levels and can be strong, but it’s balanced enough to leave most consumers feeling calm and creative rather than sleepy. Because of this, it’s often used to treat tension and anxiety.",0.37,0.46,0.45,0.42,0.0,0.32,0.17,0.07,0.08,0.0,0.43,0.34,0.29,0.32,0.0,0.0,0.0,0.07,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707 Truthband,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.01,0.09,0.03,0.06,0.0,0.31,0.3,0.0,0.1,0.89,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.07,0.0,0.18,0.0,0.0,0.0,0.37,0.15,,Hybrid,18%,Limonene,"Crossing two carefully selected True OG phenotypes, 707 Truthband was developed by Emerald Mountain Seeds. Buds grow dense and heavy on strong stalks with beautiful red and purple hues. Aromas have notes of spiced fruit, lemon, oil, and pine, and its long-lasting high is both cerebral and physical. ",0.66,1.0,0.66,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.33,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 Ball Kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.25,0.0,0.26,0.23,0.0,0.0,0.0,0.0,0.0,10.15,0.75,0.0,0.0,0.0,0.0,0.03,0.18,0.0,0.0,0.12,0.0,0.01,,Indica,22%,Myrcene,"Bred by Barney’s Farm, 8 Ball Kush is a pure indica variety descended from an Afghani landrace strain. Like many other cannabis varieties that come from the Hindu Kush region, 8 Ball Kush produces large amounts of crystal resin that blanket the buds. Its aroma is earthy and spicy, and you may find its effects to be more cerebrally stimulating than the average indica. A hardy and resilient plant, 8 Ball Kush has a 50 to 60 day flowering time indoors while outdoor gardens finish at the end of September.",0.78,0.57,0.38,0.47,0.0,0.19,0.09,0.0,0.04,0.04,0.28,0.4,0.3,0.0,0.26,0.3,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818 Headband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.46,0.02,0.01,0.02,0.0,0.09,0.39,0.23,0.04,0.01,0.0,0.0,0.0,17.7,0.0,0.0,0.1,0.1,0.0,0.16,0.0,0.0,0.0,2.09,0.17,,Hybrid,19%,Caryophyllene,"818 Headband is a hybrid marijuana strain. We're still learning about the flavors and effects of 818 Headband - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818 OG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.53,0.0,0.44,0.12,0.0,0.0,0.0,0.0,0.0,24.5,0.62,0.0,0.0,0.0,0.0,0.06,0.13,0.0,0.0,0.48,0.0,0.03,,Indica,,,"Named after the telephone area code of the San Fernando Valley in Los Angeles, 818 OG is an OG Kush strain popular with patients for treating pain, loss of appetite, and insomnia. Not to be confused with the other OG cut named for the locale, the 818 OG has a very fruity flavor that is quite different from the sour, earthy fuel taste found in the SFV OG. ",0.42,0.42,0.0,0.26,0.26,0.15,0.1,0.0,0.0,0.0,0.0,0.21,0.31,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 lb Hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.22,0.0,0.25,0.6,0.0,0.0,0.0,0.0,0.0,18.4,0.97,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.49,1.48,0.02,https://images.leafly.com/flower-images/9-pound-hammer.jpg,Indica,18%,Myrcene,"9 Pound Hammer is an indica created by JinxProof Genetics that crosses Gooberry, Hells OG, and Jack the Ripper. These dense buds are coated in resin, offering sweet grape and lime flavors. 9 Pound Hammer hosts a terpene profile abundant in myrcene, pinene, and caryophyllene with THC levels ranging between 17-21%. Effects can be heavy and long-lasting, making this strain useful for pain and stress relief. Best grown indoors, 9 Pound Hammer flowers between 50-60 days and will deliver high yields.",0.65,0.32,0.33,0.0,0.47,0.18,0.07,0.03,0.0,0.01,0.27,0.28,0.18,0.22,0.23,0.19,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-Dub,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.006,0.0,0.0,0.068,0.0,0.01,0.16,0.281,0.035,0.0,0.875,0.616,0.0,0.07,0.5,0.0,0.0,0.0,1.86,0.0,18.61,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.06,0.03,,Hybrid,23%,Myrcene,"Coming from the ever-popular Sour Diesel, OG Kush, and Chemdawg family tree, A-Dub has a solid reputation for its potency. This hybrid produces a well-balanced effect, creating a euphoric, happy buzz that is a great influence when expressing your creativity. Sour Double (a Sour Diesel/Sour Bubble cross) and Alien Dawg (Alien Technology crossed with Chemdawg) combine to birth this magnificent flower.",0.69,0.67,0.62,0.44,0.0,0.3,0.18,0.0,0.0,0.04,0.41,0.37,0.34,0.32,0.0,0.0,0.0,0.04,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A-Train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.27,0.46,0.0,0.0,0.0,0.0,0.0,15.595,1.47,0.0,0.0,0.0,0.0,0.055,0.09,0.0,0.0,0.25,0.0,0.07,,Hybrid,18%,Myrcene,"A-Train is a hybrid cross between Mazar I Sharif and the clone-only Arcata e-32 Trainwreck. This hybrid gives you the classic stoned feeling, imbuing the mind and body with warm euphoria. Be ready for smiles and munchies when you jump on the A-Train.",0.33,0.57,0.45,0.38,0.0,0.3,0.1,0.07,0.08,0.05,0.32,0.26,0.29,0.29,0.17,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACDC,0.0,0.0,0.0,0.0,0.0,0.0,0.05608823529411764,0.04444117647058824,0.07823529411764707,0.0,0.016558823529411765,0.0,0.0029705882352941177,0.0,0.14788235294117646,0.021411764705882352,0.23073529411764704,1.4290588235294117,0.0,0.3990882352941177,2.185470588235294,0.05558823529411765,0.4172647058823529,0.2006176470588235,0.0,0.0,6.466470588235294,0.5655882352941176,0.0,0.058529411764705885,0.0,0.003235294117647059,11.42735294117647,2.6579411764705885,0.0,0.0029411764705882353,0.6355882352941177,0.058823529411764705,0.18323529411764705,,Hybrid,14%,Myrcene,"ACDC is a CBD-dominant marijuana strain made from a phenotype of Cannatonic. This strain produces little to no intoxicating effects. Medical marijuana patients choose ACDC to help treat various ailments like pain, anxiety, epilepsy and the negative effects of chemotherapy. ",0.61,0.38,0.0,0.34,0.0,0.1,0.04,0.02,0.0,0.02,0.37,0.4,0.22,0.35,0.0,0.0,0.0,0.02,0.0,0.0,0.17,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK-47,0.0,0.0,0.0,0.0,0.0,0.0,0.000475,0.220275,0.0,2.5e-05,5e-05,0.0,1.05995,0.002725,0.0211,0.00195,0.5586249999999999,0.24785,0.0,0.43535,0.547625,0.0,0.04235,0.071075,0.0,0.0,16.481749999999998,0.76675,0.003,0.3695,0.0,0.003,0.1105,0.10124999999999999,0.0,0.0,0.41200000000000003,0.0695,0.028999999999999998,,Hybrid,16%,Myrcene,"Don't let its intense name fool you: AK-47 will leave you relaxed and mellow. This sativa-dominant hybrid strain mixes Colombian, Mexican, Thai, and Afghani varieties, bringing together a complex blend of flavors and effects. AK-47 may deliver a steady and long-lasting cerebral buzz that will keep you mentally alert and engaged in creative or social activities. While its scent is sour and earthy, its sweet, floral notes can only be fully realized in the taste. ",0.42,0.56,0.46,0.45,0.0,0.38,0.23,0.09,0.08,0.0,0.38,0.25,0.24,0.27,0.16,0.0,0.0,0.05,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0,0.0,1.186,0.0,0.0,0.0,0.8879999999999999,0.128,0.0,0.45199999999999996,0.406,0.0,0.0,0.1,0.0,0.0,16.96,0.44400000000000006,0.0,0.0,0.0,0.0,0.11400000000000002,0.11800000000000002,0.0,0.0,0.252,0.0,0.022,,Hybrid,15%,Myrcene,"AK-48 is a strain that mixes Colombian Gold, Thai, Mexican, and Afghani genetics. It typically provides uplifting and euphoric effects. This strain is known for its dense buds, fast flowering cycle, and exceptional aroma.",0.45,0.59,0.47,0.53,0.0,0.33,0.17,0.08,0.1,0.0,0.4,0.28,0.27,0.3,0.16,0.0,0.0,0.04,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abusive OG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.766,0.522,0.0,0.476,0.20800000000000002,0.0,0.0,0.2,0.0,0.0,23.314,0.672,0.0,0.0,0.0,0.0,0.066,0.142,0.0,0.0,0.5740000000000001,0.014000000000000002,0.016,,Indica,16%,Myrcene,"A popular Californian cut of OG Kush, Abusive OG is an indica strain that inherited the nickname of its original grower. Despite its violent name, Abusive OG will ease you into in a peaceful state of mind that fades over time to a full-body relaxation. True to its OG genetics, Abusive OG has an earthy spice aroma with subtle lemon undertones. Patients who don’t mind mental haziness might choose this strain to remedy pain, anxiety, appetite loss, and sleeplessness at the end of their day. Abusive OG may not produce the highest yields in the garden, but makes up for it with resin-caked buds.",0.75,0.41,0.41,0.28,0.43,0.26,0.13,0.06,0.01,0.0,0.37,0.39,0.22,0.3,0.24,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acapulco Gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.8039999999999999,0.008,0.58,0.394,0.028000000000000004,1.31,0.266,0.10400000000000001,0.002,0.776,0.014000000000000002,0.0,19.696,14.26,0.0,0.0,0.078,0.05,0.074,0.22400000000000003,0.0,0.0,0.414,0.504,0.16199999999999998,https://images.leafly.com/flower-images/acapulco.jpg,Sativa,19%,Myrcene,"Acapulco Gold is a rare sativa marijuana strain. As one of the most well-known strains, Acapulco Gold has been likened to dinner at a five-star restaurant. This strain produces effects that are motivating and energizing. This strain comes from the area in and around Acapulco, Mexico, and its orange hairs resemble a gold nugget, with gold, green, and brown colors and plenty of resin on the buds. An aroma of burnt toffee lingers when the bud is broken up. Acapulco Gold has a reputation for being one of the best cannabis strains ever created, and it's becoming more difficult to find. ",0.0,0.58,0.47,0.53,0.0,0.22,0.14,0.04,0.05,0.04,0.33,0.19,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.41,0.38,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ace of Spades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2818918918918919,0.0,0.0,0.001891891891891892,0.0,1.0516216216216214,0.0,0.13702702702702704,0.0013513513513513514,0.47756756756756763,0.4624324324324324,0.0,0.4540540540540541,0.5924324324324324,0.0,0.0,0.34864864864864864,0.0,0.0,16.94891891891892,0.8078378378378378,0.06675675675675675,2.3616216216216217,0.0002702702702702703,0.00891891891891892,0.13297297297297297,0.09594594594594595,0.0,0.0,0.4799999999999999,0.018918918918918916,0.03783783783783783,,Indica,16%,Myrcene,"Ace of Spades is a creation from TGA Subcool Seeds that takes advantage of the popular sweet and sour combination that never goes out of style. A crossbreed of Black Cherry Soda and Jack the Ripper, this strain has an earthy berry and citrus smell that carries over into the taste with distinctly lemony flavors. Ace of Spades plants grow fast and need a lot of space because they will get both bushy and tall. Flowering occurs at 8 weeks and they are generally large and heavy. These buds are pretty to look at with a range of colors that can include purples, blues, and pinks all coated in orange hairs.",0.62,0.5,0.45,0.33,0.34,0.3,0.18,0.06,0.03,0.03,0.4,0.32,0.26,0.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,1.6150000000000002,0.0,0.065,0.0,0.15,0.4,0.0,0.265,0.9099999999999999,0.0,0.0,0.445,0.0,0.0,14.125,1.175,0.0,0.0,0.0,0.0,0.095,0.065,0.0,0.0,0.39,0.205,0.05,,Hybrid,16%,Myrcene,"Acid is Paradise Seeds’ take on the original New York Sour Diesel. Expect powerful body effects, including an uplifted, nearly psychedelic mental energy. This plant exhibits a metallic flavor that is representative of its namesake, with traditional notes of gas on the nose. Acid thrives in both indoor and outdoor environments, finishing in about 9 to 10 weeks. ",0.0,0.6,0.65,0.26,0.0,0.26,0.26,0.04,0.0,0.04,0.43,0.0,0.26,0.21,0.0,0.0,0.0,0.04,0.21,0.56,0.43,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afcrack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,1.15,0.99,0.0,1.16,0.11,0.0,0.0,0.0,0.0,0.0,11.89,0.35,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.0,0.12,0.0,0.07,,Hybrid,16%,,"Afcrack is a cannabis “speedball” of sorts. This strain incorporates Afgoo and Green Crack, polar opposites on the spectrum of indica and sativa varieties, to create a pseudo-sedative experience that rests in the muscles while invigorating the heart and mind. With spicy earth notes that indicate its Afghani heritage, this hybrid’s effects are situation-specific and will offer energy or sedation depending on the consumer’s level of activity.    ",0.62,0.5,0.0,0.37,0.0,0.37,0.12,0.0,0.0,0.37,0.25,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghan Diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.084,0.0,0.0,0.0,0.0,1.045,0.031,0.075,0.844,1.009,0.304,0.0,3.012,8.284,0.0,0.503,3.484,0.0,0.0,0.0,19.91,0.0,32.98,0.17,0.07,0.28,0.0,0.0,0.0,1.28,0.74,0.29,,Hybrid,14%,Myrcene,Afghan Diesel is a hybrid strain with an aroma similar to a grapefruit and other citrus fruit. The taste has been described as light and sweet. This strain will have a more cerebral effect rather than body. The plant is characterized as having dark green leaves with purple colored buds. ,0.28,0.43,0.59,0.4,0.0,0.21,0.21,0.06,0.15,0.03,0.43,0.31,0.0,0.37,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
